Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
7.850085,S,7.850085,1.677699,0,0.51119,0,0,44.7013,111.4304,0,82.46066,109.5556,6.740039,-112.2075766,-112.0081668,-6.686614231,1888.223857,1881.641132,157.5308956,85.21436,85.21436,8886.254,703.8571
7.860085,S,7.860085,1.676811,0,0.5113266,0,0,44.7013,111.2576,0,82.46066,109.5587,6.740817,-112.0832033,-111.8841236,-6.677375386,1887.103346,1880.522291,157.4641219,85.21355,85.21355,8905.06,705.432
7.870085,S,7.870085,1.675923,0,0.5114633,0,0,44.7013,111.0852,0,82.46066,109.5619,6.741595,-111.9591547,-111.7604042,-6.668160011,1885.984075,1879.404687,157.3974403,85.21273,85.21273,8923.854,707.0063
7.880085,S,7.880085,1.675036,0,0.5116001,0,0,44.7013,110.9132,0,82.46066,109.5651,6.742392,-111.8354209,-111.6369988,-6.658969099,1884.866043,1878.288317,157.3308506,85.21191,85.21191,8942.637,708.58
7.890086,S,7.890086,1.674151,0,0.5117368,0,0,44.7013,110.7414,0,82.46066,109.5682,6.743166,-111.7118266,-111.5137324,-6.649789239,1883.749247,1877.17318,157.2643527,85.21111,85.21111,8961.408,710.153
7.900086,S,7.900086,1.673266,0,0.5118737,0,0,44.7013,110.5701,0,82.46066,109.5713,6.743943,-111.588565,-111.3907978,-6.640633096,1882.633684,1876.059272,157.1979464,85.21028,85.21028,8980.169,711.7253
7.910086,S,7.910086,1.672382,0,0.5120106,0,0,44.7013,110.3991,0,82.46066,109.5744,6.744715,-111.465606,-111.2681652,-6.631495828,1881.519351,1874.94659,157.1316314,85.20947,85.20947,8998.918,713.2969
7.920086,S,7.920086,1.671499,0,0.5121476,0,0,44.7013,110.2286,0,82.46066,109.5776,6.74551,-111.3428326,-111.1457174,-6.622376938,1880.406246,1873.835133,157.0654077,85.20865,85.20865,9017.656,714.8679
7.930087,S,7.930087,1.670617,0,0.5122846,0,0,44.7013,110.0583,0,82.46066,109.5807,6.746281,-111.2203877,-111.0235974,-6.613278661,1879.294365,1872.724897,156.9992749,85.20783,85.20783,9036.384,716.4382
7.940087,S,7.940087,1.669737,0,0.5124215,0,0,44.7013,109.8885,0,82.46066,109.5838,6.747051,-111.0981699,-110.9017039,-6.604197148,1878.183708,1871.61588,156.9332329,85.20702,85.20702,9055.1,718.0079
